105,525
720,60
0,0
30,0
60,0
90,0
120,0
150,0
180,0
210,0
240,0
270,0
300,0
330,0
360,0
390,0
420,0
450,0
480,0
510,0
540,0
570,0
600,0
630,0
660,0
690,0
720,0
750,0
780,0
810,0
840,0
870,0
0,30
210,30
360,30
630,30
870,30
0,60
60,60
90,60
210,60
360,60
630,60
870,60
0,90
60,90
90,90
210,90
360,90
630,90
870,90
0,120
360,120
510,120
630,120
870,120
0,150
360,150
510,150
630,150
720,150
750,150
870,150
0,180
360,180
510,180
630,180
720,180
750,180
870,180
0,210
360,210
510,210
630,210
870,210
0,240
210,240
360,240
510,240
630,240
870,240
0,270
210,270
360,270
480,270
510,270
630,270
870,270
0,300
120,300
150,300
180,300
210,300
360,300
510,300
630,300
870,300
0,330
120,330
150,330
180,330
210,330
510,330
630,330
750,330
780,330
810,330
870,330
0,360
210,360
510,360
630,360
750,360
780,360
810,360
870,360
0,390
210,390
510,390
630,390
870,390
0,420
150,420
180,420
210,420
270,420
300,420
360,420
450,420
480,420
510,420
630,420
870,420
0,450
150,450
180,450
210,450
270,450
300,450
360,450
510,450
630,450
750,450
780,450
810,450
870,450
0,480
210,480
270,480
300,480
360,480
510,480
750,480
780,480
810,480
870,480
0,510
210,510
360,510
510,510
870,510
0,540
210,540
360,540
510,540
870,540
0,570
30,570
60,570
90,570
120,570
150,570
180,570
210,570
240,570
270,570
300,570
330,570
360,570
390,570
420,570
450,570
480,570
510,570
540,570
570,570
600,570
630,570
660,570
690,570
720,570
750,570
780,570
810,570
840,570
870,570
