75,525
780,60
0,0
30,0
60,0
90,0
120,0
150,0
180,0
210,0
240,0
270,0
300,0
330,0
360,0
390,0
420,0
450,0
480,0
510,0
540,0
570,0
600,0
630,0
660,0
690,0
720,0
750,0
780,0
810,0
840,0
870,0
0,30
150,30
510,30
690,30
870,30
0,60
870,60
0,90
300,90
600,90
870,90
0,120
90,120
120,120
150,120
180,120
210,120
240,120
270,120
300,120
330,120
360,120
390,120
420,120
450,120
480,120
510,120
540,120
570,120
600,120
630,120
660,120
690,120
870,120
0,150
90,150
120,150
150,150
180,150
210,150
240,150
270,150
300,150
330,150
360,150
390,150
420,150
450,150
480,150
510,150
540,150
570,150
600,150
630,150
660,150
690,150
720,150
750,150
780,150
810,150
840,150
870,150
0,180
870,180
0,210
870,210
0,240
30,240
60,240
90,240
120,240
150,240
180,240
210,240
240,240
270,240
300,240
330,240
360,240
390,240
420,240
450,240
480,240
510,240
540,240
570,240
600,240
630,240
660,240
690,240
720,240
870,240
0,270
150,270
510,270
720,270
870,270
0,300
870,300
0,330
300,330
630,330
870,330
0,360
120,360
150,360
180,360
210,360
240,360
270,360
300,360
330,360
360,360
390,360
420,360
450,360
480,360
510,360
540,360
570,360
600,360
630,360
660,360
690,360
720,360
750,360
780,360
810,360
840,360
870,360
0,390
870,390
0,420
870,420
0,450
30,450
60,450
90,450
120,450
150,450
180,450
210,450
240,450
270,450
300,450
330,450
360,450
390,450
420,450
450,450
480,450
510,450
540,450
570,450
600,450
630,450
660,450
690,450
720,450
750,450
870,450
0,480
180,480
420,480
660,480
870,480
0,510
870,510
0,540
300,540
540,540
780,540
870,540
0,570
30,570
60,570
90,570
120,570
150,570
180,570
210,570
240,570
270,570
300,570
330,570
360,570
390,570
420,570
450,570
480,570
510,570
540,570
570,570
600,570
630,570
660,570
690,570
720,570
750,570
780,570
810,570
840,570
870,570
