105,495
780,90
0,0
30,0
60,0
90,0
120,0
150,0
180,0
210,0
240,0
270,0
300,0
330,0
360,0
390,0
420,0
450,0
480,0
510,0
540,0
570,0
600,0
630,0
660,0
690,0
720,0
750,0
780,0
810,0
840,0
870,0
0,30
90,30
870,30
0,60
90,60
870,60
0,90
90,90
870,90
0,120
90,120
270,120
300,120
330,120
450,120
480,120
510,120
540,120
570,120
600,120
630,120
660,120
690,120
870,120
0,150
90,150
300,150
330,150
690,150
870,150
0,180
90,180
120,180
330,180
360,180
690,180
870,180
0,210
120,210
150,210
360,210
390,210
420,210
450,210
480,210
510,210
540,210
570,210
690,210
720,210
750,210
780,210
870,210
0,240
150,240
180,240
870,240
0,270
180,270
210,270
870,270
0,300
210,300
240,300
870,300
0,330
240,330
270,330
480,330
510,330
540,330
570,330
600,330
630,330
660,330
690,330
720,330
750,330
780,330
810,330
840,330
870,330
0,360
120,360
270,360
300,360
870,360
0,390
120,390
150,390
300,390
330,390
870,390
0,420
150,420
180,420
330,420
360,420
870,420
0,450
180,450
210,450
360,450
390,450
420,450
450,450
480,450
510,450
540,450
570,450
600,450
630,450
660,450
690,450
720,450
870,450
0,480
210,480
240,480
870,480
0,510
240,510
270,510
870,510
0,540
270,540
870,540
0,570
30,570
60,570
90,570
120,570
150,570
180,570
210,570
240,570
270,570
300,570
330,570
360,570
390,570
420,570
450,570
480,570
510,570
540,570
570,570
600,570
630,570
660,570
690,570
720,570
750,570
780,570
810,570
840,570
870,570
